Transaction ID,Transaction Date,Transaction Time,Transaction Quantity,Store ID,Store Location,Product ID,Unit Price,Product Category,Product Type,Product Detail,Year,Month,Day,Transaction Hour
3184,2023-01-06,17:57:35,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,2023,January,Friday,17
3185,2023-01-06,17:59:49,2,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,2023,January,Friday,17
3186,2023-01-06,17:59:58,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,2023,January,Friday,17
3187,2023-01-06,18:00:30,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2023,January,Friday,18
3188,2023-01-06,18:00:30,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,2023,January,Friday,18
3189,2023-01-06,18:02:12,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2023,January,Friday,18
3190,2023-01-06,18:02:34,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2023,January,Friday,18
3191,2023-01-06,18:03:12,1,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,2023,January,Friday,18
3192,2023-01-06,18:07:17,2,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,2023,January,Friday,18
3193,2023-01-06,18:07:19,1,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2023,January,Friday,18
3194,2023-01-06,18:07:19,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,2023,January,Friday,18
3195,2023-01-06,18:07:49,2,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,January,Friday,18
3196,2023-01-06,18:08:50,2,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,2023,January,Friday,18
3197,2023-01-06,18:09:21,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023,January,Friday,18
3198,2023-01-06,18:11:01,1,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,January,Friday,18
3199,2023-01-06,18:13:30,2,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2023,January,Friday,18
3200,2023-01-06,18:13:51,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2023,January,Friday,18
3201,2023-01-06,18:15:27,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2023,January,Friday,18
3202,2023-01-06,18:15:27,1,3,Astoria,77,3.0,Bakery,Scone,Oatmeal Scone,2023,January,Friday,18
3203,2023-01-06,18:16:02,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2023,January,Friday,18
3204,2023-01-06,18:19:25,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,January,Friday,18
3205,2023-01-06,18:21:46,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2023,January,Friday,18
3206,2023-01-06,18:22:14,1,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023,January,Friday,18
3207,2023-01-06,18:23:27,1,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,2023,January,Friday,18
3208,2023-01-06,18:24:05,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2023,January,Friday,18
3209,2023-01-06,18:24:52,2,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot,2023,January,Friday,18
3210,2023-01-06,18:24:52,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,2023,January,Friday,18
3211,2023-01-06,18:28:43,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2023,January,Friday,18
3212,2023-01-06,18:28:50,2,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023,January,Friday,18
3213,2023-01-06,18:31:14,2,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,2023,January,Friday,18
3214,2023-01-06,18:36:15,2,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,2023,January,Friday,18
3215,2023-01-06,18:37:07,2,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,2023,January,Friday,18
3216,2023-01-06,18:37:39,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2023,January,Friday,18
3217,2023-01-06,18:41:16,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2023,January,Friday,18
3218,2023-01-06,18:49:01,2,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,2023,January,Friday,18
3219,2023-01-06,18:50:00,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,2023,January,Friday,18
3220,2023-01-06,18:50:40,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,2023,January,Friday,18
3221,2023-01-06,18:52:10,2,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,2023,January,Friday,18
3222,2023-01-06,18:53:01,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2023,January,Friday,18
3223,2023-01-06,18:53:01,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,2023,January,Friday,18
3224,2023-01-06,18:53:18,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023,January,Friday,18
3225,2023-01-06,18:53:18,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant,2023,January,Friday,18
3226,2023-01-06,19:00:11,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2023,January,Friday,19
3227,2023-01-06,19:04:04,1,3,Astoria,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,2023,January,Friday,19
3228,2023-01-06,19:04:52,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2023,January,Friday,19
3229,2023-01-06,19:06:30,2,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2023,January,Friday,19
3230,2023-01-06,19:06:30,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant,2023,January,Friday,19
3231,2023-01-06,19:08:42,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2023,January,Friday,19
3232,2023-01-06,19:09:13,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023,January,Friday,19
3233,2023-01-06,19:13:01,2,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,2023,January,Friday,19
3234,2023-01-06,19:13:31,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,2023,January,Friday,19
3235,2023-01-06,19:13:31,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,2023,January,Friday,19
3236,2023-01-06,19:15:19,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,2023,January,Friday,19
3237,2023-01-06,19:26:20,1,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,2023,January,Friday,19
3238,2023-01-06,19:27:50,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,2023,January,Friday,19
3239,2023-01-06,19:29:11,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2023,January,Friday,19
3240,2023-01-06,19:31:02,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023,January,Friday,19
3241,2023-01-06,19:31:02,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,2023,January,Friday,19
3242,2023-01-06,19:31:50,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2023,January,Friday,19
3243,2023-01-06,19:34:16,2,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2023,January,Friday,19
3244,2023-01-06,19:37:19,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2023,January,Friday,19
3245,2023-01-06,19:40:33,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,January,Friday,19
3246,2023-01-06,19:40:40,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,2023,January,Friday,19
3247,2023-01-06,19:42:00,2,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,2023,January,Friday,19
3248,2023-01-06,19:44:52,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,January,Friday,19
3249,2023-01-06,19:50:55,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2023,January,Friday,19
3250,2023-01-06,19:55:10,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,2023,January,Friday,19
3251,2023-01-06,19:57:06,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,January,Friday,19
3281,2023-01-07,06:08:57,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,January,Saturday,6
3282,2023-01-07,06:09:45,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2023,January,Saturday,6
3283,2023-01-07,06:27:23,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,2023,January,Saturday,6
3284,2023-01-07,06:27:23,2,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup,2023,January,Saturday,6
3285,2023-01-07,07:00:50,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,2023,January,Saturday,7
3286,2023-01-07,07:00:50,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,2023,January,Saturday,7
3287,2023-01-07,07:01:52,1,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2023,January,Saturday,7
3288,2023-01-07,07:02:40,2,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,2023,January,Saturday,7
3289,2023-01-07,07:04:43,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,2023,January,Saturday,7
3290,2023-01-07,07:04:51,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2023,January,Saturday,7
3291,2023-01-07,07:05:31,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,2023,January,Saturday,7
3292,2023-01-07,07:07:56,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2023,January,Saturday,7
3293,2023-01-07,07:07:56,1,5,Lower Manhattan,12,8.95,Loose Tea,Herbal tea,Peppermint,2023,January,Saturday,7
3294,2023-01-07,07:09:45,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2023,January,Saturday,7
3295,2023-01-07,07:12:07,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2023,January,Saturday,7
3296,2023-01-07,07:12:59,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,2023,January,Saturday,7
3297,2023-01-07,07:14:02,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023,January,Saturday,7
3298,2023-01-07,07:14:02,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,2023,January,Saturday,7
3299,2023-01-07,07:20:01,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2023,January,Saturday,7
3300,2023-01-07,07:21:33,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2023,January,Saturday,7
3301,2023-01-07,07:21:33,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,2023,January,Saturday,7
3302,2023-01-07,07:22:11,2,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,2023,January,Saturday,7
3303,2023-01-07,07:22:28,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2023,January,Saturday,7
3304,2023-01-07,07:22:28,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,2023,January,Saturday,7
3305,2023-01-07,07:26:45,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2023,January,Saturday,7
3306,2023-01-07,07:29:52,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,2023,January,Saturday,7
3307,2023-01-07,07:30:09,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2023,January,Saturday,7
3308,2023-01-07,07:30:09,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,2023,January,Saturday,7
3309,2023-01-07,07:30:22,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2023,January,Saturday,7
3310,2023-01-07,07:32:36,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,January,Saturday,7
3311,2023-01-07,07:37:17,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2023,January,Saturday,7
3312,2023-01-07,07:37:20,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2023,January,Saturday,7
3313,2023-01-07,07:37:21,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2023,January,Saturday,7
3314,2023-01-07,07:37:21,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,2023,January,Saturday,7
3315,2023-01-07,07:39:14,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,2023,January,Saturday,7
3316,2023-01-07,07:39:29,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2023,January,Saturday,7
3317,2023-01-07,07:39:29,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,2023,January,Saturday,7
3318,2023-01-07,07:42:21,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,2023,January,Saturday,7
3319,2023-01-07,07:43:33,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2023,January,Saturday,7
3320,2023-01-07,07:44:17,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,January,Saturday,7
3321,2023-01-07,07:44:17,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,2023,January,Saturday,7
3322,2023-01-07,07:44:17,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,2023,January,Saturday,7
3323,2023-01-07,07:44:17,1,5,Lower Manhattan,6,21.0,Coffee beans,Gourmet Beans,Ethiopia,2023,January,Saturday,7
3324,2023-01-07,07:44:20,2,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023,January,Saturday,7
3325,2023-01-07,07:45:15,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2023,January,Saturday,7
3326,2023-01-07,07:45:15,1,5,Lower Manhattan,9,28.0,Coffee beans,Organic Beans,Organic Decaf Blend,2023,January,Saturday,7
3327,2023-01-07,07:47:34,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2023,January,Saturday,7
3328,2023-01-07,07:49:59,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2023,January,Saturday,7
3329,2023-01-07,07:50:42,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2023,January,Saturday,7
3330,2023-01-07,07:50:42,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,2023,January,Saturday,7
3331,2023-01-07,07:50:42,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2023,January,Saturday,7
3332,2023-01-07,07:50:42,1,5,Lower Manhattan,9,28.0,Coffee beans,Organic Beans,Organic Decaf Blend,2023,January,Saturday,7
3333,2023-01-07,07:53:15,2,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2023,January,Saturday,7
3334,2023-01-07,07:54:14,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2023,January,Saturday,7
3335,2023-01-07,07:55:28,1,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2023,January,Saturday,7
3336,2023-01-07,07:58:14,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2023,January,Saturday,7
3337,2023-01-07,07:58:14,1,5,Lower Manhattan,77,3.0,Bakery,Scone,Oatmeal Scone,2023,January,Saturday,7
3338,2023-01-07,08:01:24,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,January,Saturday,8
3339,2023-01-07,08:02:29,1,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,2023,January,Saturday,8
3340,2023-01-07,08:03:02,1,3,Astoria,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,2023,January,Saturday,8
3341,2023-01-07,08:03:27,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2023,January,Saturday,8
3342,2023-01-07,08:03:40,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2023,January,Saturday,8
3343,2023-01-07,08:03:40,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,2023,January,Saturday,8
3344,2023-01-07,08:03:46,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,January,Saturday,8
3345,2023-01-07,08:08:47,2,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023,January,Saturday,8
3346,2023-01-07,08:09:37,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2023,January,Saturday,8
3347,2023-01-07,08:09:37,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,January,Saturday,8
3348,2023-01-07,08:09:37,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,2023,January,Saturday,8
3349,2023-01-07,08:14:20,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2023,January,Saturday,8
3350,2023-01-07,08:17:07,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2023,January,Saturday,8
3351,2023-01-07,08:17:07,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,2023,January,Saturday,8
3352,2023-01-07,08:17:28,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023,January,Saturday,8
3353,2023-01-07,08:17:52,2,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,2023,January,Saturday,8
3354,2023-01-07,08:18:07,1,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot,2023,January,Saturday,8
3355,2023-01-07,08:18:07,1,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,2023,January,Saturday,8
3356,2023-01-07,08:18:15,2,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,2023,January,Saturday,8
3357,2023-01-07,08:18:19,2,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,2023,January,Saturday,8
3358,2023-01-07,08:18:26,1,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,2023,January,Saturday,8
3359,2023-01-07,08:18:30,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,January,Saturday,8
3360,2023-01-07,08:20:30,1,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot,2023,January,Saturday,8
3361,2023-01-07,08:20:30,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup,2023,January,Saturday,8
3362,2023-01-07,08:20:52,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2023,January,Saturday,8
3363,2023-01-07,08:21:36,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2023,January,Saturday,8
3364,2023-01-07,08:21:36,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,2023,January,Saturday,8
3365,2023-01-07,08:23:10,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,2023,January,Saturday,8
3366,2023-01-07,08:24:24,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,January,Saturday,8
3367,2023-01-07,08:25:03,2,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,January,Saturday,8
3368,2023-01-07,08:25:38,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2023,January,Saturday,8
3369,2023-01-07,08:26:11,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,2023,January,Saturday,8
3370,2023-01-07,08:27:02,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2023,January,Saturday,8
3371,2023-01-07,08:27:39,1,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,2023,January,Saturday,8
3372,2023-01-07,08:27:46,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2023,January,Saturday,8
3373,2023-01-07,08:30:51,1,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023,January,Saturday,8
3374,2023-01-07,08:31:36,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2023,January,Saturday,8
3375,2023-01-07,08:31:52,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2023,January,Saturday,8
3376,2023-01-07,08:32:16,2,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2023,January,Saturday,8
3377,2023-01-07,08:32:16,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,January,Saturday,8
3378,2023-01-07,08:32:16,1,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup,2023,January,Saturday,8
3379,2023-01-07,08:34:42,1,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2023,January,Saturday,8
3380,2023-01-07,08:34:42,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,2023,January,Saturday,8
3381,2023-01-07,08:35:18,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,January,Saturday,8
3382,2023-01-07,08:35:18,2,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup,2023,January,Saturday,8
3383,2023-01-07,08:35:18,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,2023,January,Saturday,8
3384,2023-01-07,08:35:21,2,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023,January,Saturday,8
3385,2023-01-07,08:35:21,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,2023,January,Saturday,8
3386,2023-01-07,08:35:23,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,January,Saturday,8
3387,2023-01-07,08:35:26,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2023,January,Saturday,8
3388,2023-01-07,08:35:35,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,January,Saturday,8
3389,2023-01-07,08:35:35,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup,2023,January,Saturday,8
3390,2023-01-07,08:35:35,1,5,Lower Manhattan,77,3.0,Bakery,Scone,Oatmeal Scone,2023,January,Saturday,8
3391,2023-01-07,08:35:40,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2023,January,Saturday,8
3392,2023-01-07,08:36:17,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,2023,January,Saturday,8
3393,2023-01-07,08:36:17,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,2023,January,Saturday,8
3394,2023-01-07,08:36:53,2,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,2023,January,Saturday,8
3395,2023-01-07,08:38:09,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2023,January,Saturday,8
3396,2023-01-07,08:38:12,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2023,January,Saturday,8
3397,2023-01-07,08:38:46,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2023,January,Saturday,8
3398,2023-01-07,08:38:54,1,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,2023,January,Saturday,8
3399,2023-01-07,08:39:02,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2023,January,Saturday,8
3400,2023-01-07,08:39:05,2,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023,January,Saturday,8
3401,2023-01-07,08:39:18,1,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2023,January,Saturday,8
3402,2023-01-07,08:39:52,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2023,January,Saturday,8
3403,2023-01-07,08:41:35,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2023,January,Saturday,8
3404,2023-01-07,08:41:35,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,2023,January,Saturday,8
3405,2023-01-07,08:42:11,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,2023,January,Saturday,8
3406,2023-01-07,08:42:14,2,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023,January,Saturday,8
3407,2023-01-07,08:46:10,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,2023,January,Saturday,8
3408,2023-01-07,08:46:10,2,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup,2023,January,Saturday,8
3409,2023-01-07,08:49:16,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,January,Saturday,8
